File accession	File format	Output type	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate	Read length	Mapped read length	Run type	Paired end	Paired with	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Assembly	Genome annotation	Platform	Controlled by	File Status	s3_uri	Audit WARNING	Audit INTERNAL_ACTION	Audit NOT_COMPLIANT	Audit ERROR
ENCFF996MYF	bed narrowPeak	peaks	ENCSR534YOI	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										PRPF8-human	RNA		see document	see document	ultraviolet irradiation	True	2015-07-15	ENCODE				2	1						ENCFF558FAR, ENCFF947MAG	2364513	Gene Yeo, UCSD	3da77096fca85b31b33164b8d93ad586		https://www.encodeproject.org/files/ENCFF996MYF/@@download/ENCFF996MYF.bed.gz	GRCh38				released	s3://encode-public/2016/11/30/22571efb-8350-440d-9a08-efbb82e43cac/ENCFF996MYF.bed.gz				
ENCFF530MIN	bed narrowPeak	peaks	ENCSR989VIY	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										SRSF1-human	RNA		see document	see document	ultraviolet irradiation	True	2015-11-09	ENCODE				1, 2							ENCFF179SCM, ENCFF184TBM, ENCFF445NNG, ENCFF832WNY, ENCFF953OZR	41115	Gene Yeo, UCSD	0329537be24aa0856e816a6790951e19		https://www.encodeproject.org/files/ENCFF530MIN/@@download/ENCFF530MIN.bed.gz	hg19				released	s3://encode-public/2018/06/08/0d83b71d-0f5a-4143-9ede-056c964058a4/ENCFF530MIN.bed.gz				
ENCFF934ANS	bed narrowPeak	peaks	ENCSR989VIY	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										SRSF1-human	RNA		see document	see document	ultraviolet irradiation	True	2015-11-09	ENCODE				1, 2							ENCFF214HOA, ENCFF418ZXO, ENCFF467FPH, ENCFF508DKJ, ENCFF867TIG	41449	Gene Yeo, UCSD	f794254a3ed28bd32f943fe319837ef5		https://www.encodeproject.org/files/ENCFF934ANS/@@download/ENCFF934ANS.bed.gz	GRCh38				released	s3://encode-public/2018/12/03/42232978-1225-4bec-9376-e8fe57c0f2e0/ENCFF934ANS.bed.gz				
ENCFF179SCM	bed narrowPeak	peaks	ENCSR989VIY	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										SRSF1-human	RNA		see document	see document	ultraviolet irradiation	True	2015-11-09	ENCODE				1	1						ENCFF445NNG, ENCFF953OZR	2241962	Gene Yeo, UCSD	4a8e5cdfb6571541e37b342f755ac0fe		https://www.encodeproject.org/files/ENCFF179SCM/@@download/ENCFF179SCM.bed.gz	hg19				released	s3://encode-public/2016/11/30/b62c1c33-96de-4a39-8fe7-ff8c9eff3dd1/ENCFF179SCM.bed.gz				
ENCFF184TBM	bed narrowPeak	peaks	ENCSR989VIY	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										SRSF1-human	RNA		see document	see document	ultraviolet irradiation	True	2015-11-09	ENCODE				2	1						ENCFF445NNG, ENCFF832WNY	2030634	Gene Yeo, UCSD	e68b7c55d9e0f3f6b0b7c63c670e865a		https://www.encodeproject.org/files/ENCFF184TBM/@@download/ENCFF184TBM.bed.gz	hg19				released	s3://encode-public/2016/11/30/afd36bb3-25ce-4ef6-9278-53ea3678f202/ENCFF184TBM.bed.gz				
ENCFF214HOA	bed narrowPeak	peaks	ENCSR989VIY	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										SRSF1-human	RNA		see document	see document	ultraviolet irradiation	True	2015-11-09	ENCODE				1	1						ENCFF467FPH, ENCFF867TIG	2265777	Gene Yeo, UCSD	c628ad529a214f731bd2055f6240720d		https://www.encodeproject.org/files/ENCFF214HOA/@@download/ENCFF214HOA.bed.gz	GRCh38				released	s3://encode-public/2016/11/30/5e185828-266c-4eb8-bdd9-89288dc57ebf/ENCFF214HOA.bed.gz				
ENCFF508DKJ	bed narrowPeak	peaks	ENCSR989VIY	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										SRSF1-human	RNA		see document	see document	ultraviolet irradiation	True	2015-11-09	ENCODE				2	1						ENCFF418ZXO, ENCFF467FPH	2042906	Gene Yeo, UCSD	09f75fd4a4ba556b41249c835bf58eb1		https://www.encodeproject.org/files/ENCFF508DKJ/@@download/ENCFF508DKJ.bed.gz	GRCh38				released	s3://encode-public/2016/11/30/2c4c6499-8730-44bc-b038-e6ff2a59ddcc/ENCFF508DKJ.bed.gz				
ENCFF640DDA	bed narrowPeak	peaks	ENCSR623VEQ	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										TIA1-human	RNA		see document	see document	ultraviolet irradiation	True	2015-07-15	ENCODE				1, 2							ENCFF055IIM, ENCFF358SGV, ENCFF482VTM, ENCFF485LRS, ENCFF878IQT	40484	Gene Yeo, UCSD	f3fbc3777dd238ca8badb0f43d7d55ab		https://www.encodeproject.org/files/ENCFF640DDA/@@download/ENCFF640DDA.bed.gz	hg19				released	s3://encode-public/2018/06/08/e4376c00-99ae-42c7-bad3-e76279e43970/ENCFF640DDA.bed.gz				
ENCFF759KCD	bed narrowPeak	peaks	ENCSR623VEQ	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										TIA1-human	RNA		see document	see document	ultraviolet irradiation	True	2015-07-15	ENCODE				1, 2							ENCFF258DPQ, ENCFF269QNL, ENCFF378HWC, ENCFF681JJG, ENCFF856EHA	41378	Gene Yeo, UCSD	af8bfd99edd2b45000ab2a6113156c73		https://www.encodeproject.org/files/ENCFF759KCD/@@download/ENCFF759KCD.bed.gz	GRCh38				released	s3://encode-public/2018/12/03/a441c6c1-db71-462b-9a88-4ee5caed4ee1/ENCFF759KCD.bed.gz				
ENCFF055IIM	bed narrowPeak	peaks	ENCSR623VEQ	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										TIA1-human	RNA		see document	see document	ultraviolet irradiation	True	2015-07-15	ENCODE				1	1						ENCFF482VTM, ENCFF878IQT	1849310	Gene Yeo, UCSD	5330b20fdadfa0089607af705a9bc301		https://www.encodeproject.org/files/ENCFF055IIM/@@download/ENCFF055IIM.bed.gz	hg19				released	s3://encode-public/2016/11/30/d39a0e7e-ca1f-40fa-a3ff-3e0215aa7d52/ENCFF055IIM.bed.gz				
ENCFF358SGV	bed narrowPeak	peaks	ENCSR623VEQ	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										TIA1-human	RNA		see document	see document	ultraviolet irradiation	True	2015-07-15	ENCODE				2	1						ENCFF482VTM, ENCFF485LRS	2485388	Gene Yeo, UCSD	44f847be4512ad1440719fa24a131254		https://www.encodeproject.org/files/ENCFF358SGV/@@download/ENCFF358SGV.bed.gz	hg19				released	s3://encode-public/2016/11/30/6fa06ab1-5517-4666-9e2e-ae88b04f91bd/ENCFF358SGV.bed.gz				
ENCFF856EHA	bed narrowPeak	peaks	ENCSR623VEQ	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										TIA1-human	RNA		see document	see document	ultraviolet irradiation	True	2015-07-15	ENCODE				1	1						ENCFF258DPQ, ENCFF269QNL	1880985	Gene Yeo, UCSD	ba0a449b06a82ebfdc3b3b187e0ddc5a		https://www.encodeproject.org/files/ENCFF856EHA/@@download/ENCFF856EHA.bed.gz	GRCh38				released	s3://encode-public/2016/11/30/01c938c6-81a3-44d8-a023-cae37b4161c2/ENCFF856EHA.bed.gz				
ENCFF378HWC	bed narrowPeak	peaks	ENCSR623VEQ	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										TIA1-human	RNA		see document	see document	ultraviolet irradiation	True	2015-07-15	ENCODE				2	1						ENCFF269QNL, ENCFF681JJG	2523594	Gene Yeo, UCSD	15dd2ee0138d2ebd52ee5630674d13e0		https://www.encodeproject.org/files/ENCFF378HWC/@@download/ENCFF378HWC.bed.gz	GRCh38				released	s3://encode-public/2016/11/30/1871e41c-86d0-4e83-8986-491b2213642c/ENCFF378HWC.bed.gz				
ENCFF097FBP	bed narrowPeak	peaks	ENCSR279UJF	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										SF3B4-human	RNA		see document	see document	ultraviolet irradiation	True	2015-11-09	ENCODE				1, 2							ENCFF352PAK, ENCFF363PGR, ENCFF581RVY, ENCFF855AZI, ENCFF976CQJ	128053	Gene Yeo, UCSD	31a0d3561c7d95673fcd5e92eda75ba1		https://www.encodeproject.org/files/ENCFF097FBP/@@download/ENCFF097FBP.bed.gz	hg19				released	s3://encode-public/2018/06/08/d57346e0-f8ac-4b60-9331-43c076286d5b/ENCFF097FBP.bed.gz				
ENCFF073IJF	bed narrowPeak	peaks	ENCSR279UJF	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										SF3B4-human	RNA		see document	see document	ultraviolet irradiation	True	2015-11-09	ENCODE				1, 2							ENCFF040BYE, ENCFF072CLZ, ENCFF232FWK, ENCFF483VLR, ENCFF744CKU	129503	Gene Yeo, UCSD	171d85896de7a0b87dbcfb1566941af1		https://www.encodeproject.org/files/ENCFF073IJF/@@download/ENCFF073IJF.bed.gz	GRCh38				released	s3://encode-public/2018/12/03/b81f74fd-f4c2-4884-8f2e-a768f3d7ab79/ENCFF073IJF.bed.gz				
ENCFF581RVY	bed narrowPeak	peaks	ENCSR279UJF	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										SF3B4-human	RNA		see document	see document	ultraviolet irradiation	True	2015-11-09	ENCODE				1	1						ENCFF855AZI, ENCFF976CQJ	911672	Gene Yeo, UCSD	212d15626a53abd20db2f238feac8745		https://www.encodeproject.org/files/ENCFF581RVY/@@download/ENCFF581RVY.bed.gz	hg19				released	s3://encode-public/2016/11/30/83c5859f-b357-4748-bc50-9e47f5fc01da/ENCFF581RVY.bed.gz				
ENCFF363PGR	bed narrowPeak	peaks	ENCSR279UJF	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										SF3B4-human	RNA		see document	see document	ultraviolet irradiation	True	2015-11-09	ENCODE				2	1						ENCFF352PAK, ENCFF976CQJ	920181	Gene Yeo, UCSD	f6f3f0af56da25fb31e8bef451ef983b		https://www.encodeproject.org/files/ENCFF363PGR/@@download/ENCFF363PGR.bed.gz	hg19				released	s3://encode-public/2016/11/30/b9c3a508-996e-447f-826f-8d992e42460f/ENCFF363PGR.bed.gz				
ENCFF232FWK	bed narrowPeak	peaks	ENCSR279UJF	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										SF3B4-human	RNA		see document	see document	ultraviolet irradiation	True	2015-11-09	ENCODE				2	1						ENCFF072CLZ, ENCFF483VLR	924715	Gene Yeo, UCSD	d23578162e968742700e84993bb4693b		https://www.encodeproject.org/files/ENCFF232FWK/@@download/ENCFF232FWK.bed.gz	GRCh38				released	s3://encode-public/2016/11/30/aa7ddc47-589a-4d43-a0ed-5bbb28bb52ee/ENCFF232FWK.bed.gz				
ENCFF744CKU	bed narrowPeak	peaks	ENCSR279UJF	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										SF3B4-human	RNA		see document	see document	ultraviolet irradiation	True	2015-11-09	ENCODE				1	1						ENCFF040BYE, ENCFF072CLZ	917577	Gene Yeo, UCSD	368f5a930a50fbaf4179606b2a6e7c46		https://www.encodeproject.org/files/ENCFF744CKU/@@download/ENCFF744CKU.bed.gz	GRCh38				released	s3://encode-public/2016/11/30/32166106-c37b-4c48-bcf2-32e0fd82b97d/ENCFF744CKU.bed.gz				
ENCFF648LCX	bed narrowPeak	peaks	ENCSR307YIW	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										EIF4G2-human	RNA		see document	see document	ultraviolet irradiation	True	2015-07-15	ENCODE				1, 2							ENCFF118NIZ, ENCFF462XFB, ENCFF512MNG, ENCFF551LIR, ENCFF873WNB	99767	Gene Yeo, UCSD	315b1cda23cfc551a62d0ab5a0e9a447		https://www.encodeproject.org/files/ENCFF648LCX/@@download/ENCFF648LCX.bed.gz	hg19				released	s3://encode-public/2018/06/08/4baea1b6-1962-41c4-abf6-6ba6947c3757/ENCFF648LCX.bed.gz				
ENCFF207BXK	bed narrowPeak	peaks	ENCSR307YIW	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										EIF4G2-human	RNA		see document	see document	ultraviolet irradiation	True	2015-07-15	ENCODE				1, 2							ENCFF626NQT, ENCFF920LSC, ENCFF956SAT, ENCFF977COP, ENCFF996PFW	100407	Gene Yeo, UCSD	752282a7b3d451ec9104bd50ecf7478d		https://www.encodeproject.org/files/ENCFF207BXK/@@download/ENCFF207BXK.bed.gz	GRCh38				released	s3://encode-public/2018/12/03/f560b766-d399-45ad-b218-5832c6239cfa/ENCFF207BXK.bed.gz				
ENCFF462XFB	bed narrowPeak	peaks	ENCSR307YIW	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										EIF4G2-human	RNA		see document	see document	ultraviolet irradiation	True	2015-07-15	ENCODE				1	1						ENCFF118NIZ, ENCFF551LIR	850799	Gene Yeo, UCSD	d325561e4710221e23d903e3ffb6c657		https://www.encodeproject.org/files/ENCFF462XFB/@@download/ENCFF462XFB.bed.gz	hg19				released	s3://encode-public/2016/11/30/2d3ab1ae-1113-47fd-8d06-cdcd2e5784d6/ENCFF462XFB.bed.gz				
ENCFF512MNG	bed narrowPeak	peaks	ENCSR307YIW	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										EIF4G2-human	RNA		see document	see document	ultraviolet irradiation	True	2015-07-15	ENCODE				2	1						ENCFF551LIR, ENCFF873WNB	907073	Gene Yeo, UCSD	99650b2abab4a8fa67e82328e7930469		https://www.encodeproject.org/files/ENCFF512MNG/@@download/ENCFF512MNG.bed.gz	hg19				released	s3://encode-public/2016/11/30/fa5287c9-7233-48e1-b2bf-c5e34285095e/ENCFF512MNG.bed.gz				
ENCFF920LSC	bed narrowPeak	peaks	ENCSR307YIW	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										EIF4G2-human	RNA		see document	see document	ultraviolet irradiation	True	2015-07-15	ENCODE				2	1						ENCFF626NQT, ENCFF956SAT	907437	Gene Yeo, UCSD	89708fe8e1d1d4f497c98d4227332274		https://www.encodeproject.org/files/ENCFF920LSC/@@download/ENCFF920LSC.bed.gz	GRCh38				released	s3://encode-public/2016/11/30/2f74c750-72d5-475a-abea-bf50165d2bd5/ENCFF920LSC.bed.gz				
ENCFF977COP	bed narrowPeak	peaks	ENCSR307YIW	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										EIF4G2-human	RNA		see document	see document	ultraviolet irradiation	True	2015-07-15	ENCODE				1	1						ENCFF956SAT, ENCFF996PFW	850989	Gene Yeo, UCSD	7fcca6b7cb1919fe382f81ad81554867		https://www.encodeproject.org/files/ENCFF977COP/@@download/ENCFF977COP.bed.gz	GRCh38				released	s3://encode-public/2016/11/30/fa84bc15-1f31-42b3-ada8-8a45898c58be/ENCFF977COP.bed.gz				
ENCFF077RVD	bed narrowPeak	peaks	ENCSR361OCV	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										NIP7-human	RNA		see document	see document	ultraviolet irradiation	True	2018-08-30	ENCODE				1	1						ENCFF251ZRM, ENCFF325ZEZ	155233	Gene Yeo, UCSD	23170a1c2212354af4c149ada9465101		https://www.encodeproject.org/files/ENCFF077RVD/@@download/ENCFF077RVD.bed.gz	hg19				released	s3://encode-public/2018/04/29/8878dbde-9d91-43cf-9cc2-b4158484adfb/ENCFF077RVD.bed.gz				
ENCFF527MFS	bed narrowPeak	peaks	ENCSR361OCV	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										NIP7-human	RNA		see document	see document	ultraviolet irradiation	True	2018-08-30	ENCODE				2	1						ENCFF048BEP, ENCFF325ZEZ	195747	Gene Yeo, UCSD	ad01b69aee010b2cce2fd148f5e5d6cd		https://www.encodeproject.org/files/ENCFF527MFS/@@download/ENCFF527MFS.bed.gz	hg19				released	s3://encode-public/2018/04/29/cc4531d7-650c-4ce0-a4af-fb3ffff71866/ENCFF527MFS.bed.gz				
ENCFF204THM	bed narrowPeak	peaks	ENCSR361OCV	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										NIP7-human	RNA		see document	see document	ultraviolet irradiation	True	2018-08-30	ENCODE				2	1						ENCFF169ABN, ENCFF637GMD	190752	Gene Yeo, UCSD	01a6fbad297f0acbd2eea16b2bba910f		https://www.encodeproject.org/files/ENCFF204THM/@@download/ENCFF204THM.bed.gz	GRCh38				released	s3://encode-public/2018/04/29/106b9198-a9e2-4c32-954d-4c9a91f09c4c/ENCFF204THM.bed.gz				
ENCFF501GXB	bed narrowPeak	peaks	ENCSR361OCV	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										NIP7-human	RNA		see document	see document	ultraviolet irradiation	True	2018-08-30	ENCODE				1	1						ENCFF216MCK, ENCFF637GMD	150209	Gene Yeo, UCSD	c53a3f4fa65788ff79a9c4c7ac5ced4c		https://www.encodeproject.org/files/ENCFF501GXB/@@download/ENCFF501GXB.bed.gz	GRCh38				released	s3://encode-public/2018/04/29/a93271e5-2ea5-4800-81ec-3589b8d1298f/ENCFF501GXB.bed.gz				
ENCFF955VYD	bed narrowPeak	peaks	ENCSR361OCV	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										NIP7-human	RNA		see document	see document	ultraviolet irradiation	True	2018-08-30	ENCODE				1, 2							ENCFF048BEP, ENCFF077RVD, ENCFF251ZRM, ENCFF325ZEZ, ENCFF527MFS	7562	Gene Yeo, UCSD	65b0d04462db5f04e53b5137a82f8fb0		https://www.encodeproject.org/files/ENCFF955VYD/@@download/ENCFF955VYD.bed.gz	hg19				released	s3://encode-public/2018/06/08/8d8ac09d-e943-430d-9ed8-59d0841ab674/ENCFF955VYD.bed.gz				
ENCFF033MGP	bed narrowPeak	peaks	ENCSR361OCV	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										NIP7-human	RNA		see document	see document	ultraviolet irradiation	True	2018-08-30	ENCODE				1, 2							ENCFF169ABN, ENCFF204THM, ENCFF216MCK, ENCFF501GXB, ENCFF637GMD	7542	Gene Yeo, UCSD	3067e5ef99963778192352f78c35cf69		https://www.encodeproject.org/files/ENCFF033MGP/@@download/ENCFF033MGP.bed.gz	GRCh38				released	s3://encode-public/2018/12/03/fb3fa909-839b-408f-b7d0-ef91e793a35c/ENCFF033MGP.bed.gz				
ENCFF222ULF	bed narrowPeak	peaks	ENCSR384MWO	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										CSTF2-human	RNA		see document	see document	ultraviolet irradiation	True	2016-08-19	ENCODE				1, 2							ENCFF103BFG, ENCFF175HHG, ENCFF370ZBJ, ENCFF836AYV, ENCFF892JUQ	69542	Gene Yeo, UCSD	b5f63f4452d3c42aef7c9400714ac8e2		https://www.encodeproject.org/files/ENCFF222ULF/@@download/ENCFF222ULF.bed.gz	hg19				released	s3://encode-public/2018/06/08/4a717e39-3c0f-4c67-a093-d0c8f52e304d/ENCFF222ULF.bed.gz				
ENCFF349SVY	bed narrowPeak	peaks	ENCSR384MWO	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										CSTF2-human	RNA		see document	see document	ultraviolet irradiation	True	2016-08-19	ENCODE				1, 2							ENCFF091VTP, ENCFF399CRA, ENCFF548SIH, ENCFF616EZQ, ENCFF645IXY	72957	Gene Yeo, UCSD	2d49c547e8e1d4ef0a00d7706f2dd22c		https://www.encodeproject.org/files/ENCFF349SVY/@@download/ENCFF349SVY.bed.gz	GRCh38				released	s3://encode-public/2018/12/03/89528e11-b083-430d-8eca-c1e07c3ed9fe/ENCFF349SVY.bed.gz				
ENCFF892JUQ	bed narrowPeak	peaks	ENCSR384MWO	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										CSTF2-human	RNA		see document	see document	ultraviolet irradiation	True	2016-08-19	ENCODE				1	1						ENCFF175HHG, ENCFF836AYV	2991963	Gene Yeo, UCSD	a31f0d909897529654706c0f5f4eace1		https://www.encodeproject.org/files/ENCFF892JUQ/@@download/ENCFF892JUQ.bed.gz	hg19				released	s3://encode-public/2016/11/30/14280340-f2e2-4608-95b5-15d9f3436aad/ENCFF892JUQ.bed.gz				
ENCFF370ZBJ	bed narrowPeak	peaks	ENCSR384MWO	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										CSTF2-human	RNA		see document	see document	ultraviolet irradiation	True	2016-08-19	ENCODE				2	1						ENCFF103BFG, ENCFF836AYV	3871166	Gene Yeo, UCSD	a7e1c29992b3c959dc08b3da442fae7c		https://www.encodeproject.org/files/ENCFF370ZBJ/@@download/ENCFF370ZBJ.bed.gz	hg19				released	s3://encode-public/2016/11/30/a860664f-25ab-445c-9d90-20601e69c90c/ENCFF370ZBJ.bed.gz				
ENCFF548SIH	bed narrowPeak	peaks	ENCSR384MWO	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										CSTF2-human	RNA		see document	see document	ultraviolet irradiation	True	2016-08-19	ENCODE				1	1						ENCFF091VTP, ENCFF616EZQ	3011416	Gene Yeo, UCSD	eb5e166eb6bd79a9f1260c3941d32f61		https://www.encodeproject.org/files/ENCFF548SIH/@@download/ENCFF548SIH.bed.gz	GRCh38				released	s3://encode-public/2016/11/30/0abe89eb-cce5-425f-8942-823876b25d01/ENCFF548SIH.bed.gz				
ENCFF645IXY	bed narrowPeak	peaks	ENCSR384MWO	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										CSTF2-human	RNA		see document	see document	ultraviolet irradiation	True	2016-08-19	ENCODE				2	1						ENCFF091VTP, ENCFF399CRA	3910684	Gene Yeo, UCSD	558bb06983f07fd8be59f7da72a893f5		https://www.encodeproject.org/files/ENCFF645IXY/@@download/ENCFF645IXY.bed.gz	GRCh38				released	s3://encode-public/2016/11/30/89fb4ba6-f308-4503-a7b8-5b0dd71743e4/ENCFF645IXY.bed.gz				
ENCFF878JOG	bed narrowPeak	peaks	ENCSR267UCX	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										HNRNPM-human	RNA		see document	see document	ultraviolet irradiation	True	2015-07-15	ENCODE				1, 2							ENCFF040JSC, ENCFF160MZO, ENCFF381PFB, ENCFF450IJF, ENCFF542FRX	274378	Gene Yeo, UCSD	84b28dd472daa55bf506b71aef055492		https://www.encodeproject.org/files/ENCFF878JOG/@@download/ENCFF878JOG.bed.gz	hg19				released	s3://encode-public/2018/06/08/5e4d20c5-76f2-4b6e-b60e-4b00ddcc5945/ENCFF878JOG.bed.gz				
ENCFF752JNY	bed narrowPeak	peaks	ENCSR267UCX	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										HNRNPM-human	RNA		see document	see document	ultraviolet irradiation	True	2015-07-15	ENCODE				1, 2							ENCFF175VJO, ENCFF355NYZ, ENCFF501TRY, ENCFF633FLY, ENCFF950RRY	278603	Gene Yeo, UCSD	79e34550b612d13ff844ccabc16323a6		https://www.encodeproject.org/files/ENCFF752JNY/@@download/ENCFF752JNY.bed.gz	GRCh38				released	s3://encode-public/2018/12/03/07b8e1bb-3d1f-48e7-9a65-7c43f87b3ff4/ENCFF752JNY.bed.gz				
ENCFF542FRX	bed narrowPeak	peaks	ENCSR267UCX	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										HNRNPM-human	RNA		see document	see document	ultraviolet irradiation	True	2015-07-15	ENCODE				2	1						ENCFF381PFB, ENCFF450IJF	1799813	Gene Yeo, UCSD	8b49aec437fec16266a050d5aaf080f7		https://www.encodeproject.org/files/ENCFF542FRX/@@download/ENCFF542FRX.bed.gz	hg19				released	s3://encode-public/2016/11/30/dffdd9d4-14d4-4d59-b9ea-a74f449538d8/ENCFF542FRX.bed.gz				
ENCFF040JSC	bed narrowPeak	peaks	ENCSR267UCX	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										HNRNPM-human	RNA		see document	see document	ultraviolet irradiation	True	2015-07-15	ENCODE				1	1						ENCFF160MZO, ENCFF381PFB	2531756	Gene Yeo, UCSD	482081f0854c8022339c28a714089dd3		https://www.encodeproject.org/files/ENCFF040JSC/@@download/ENCFF040JSC.bed.gz	hg19				released	s3://encode-public/2016/11/30/59a41459-3e36-4278-9199-1a8624cbe754/ENCFF040JSC.bed.gz				
ENCFF501TRY	bed narrowPeak	peaks	ENCSR267UCX	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										HNRNPM-human	RNA		see document	see document	ultraviolet irradiation	True	2015-07-15	ENCODE				1	1						ENCFF355NYZ, ENCFF950RRY	2547456	Gene Yeo, UCSD	e499c1088ab49c8dc93fa79f6d219b27		https://www.encodeproject.org/files/ENCFF501TRY/@@download/ENCFF501TRY.bed.gz	GRCh38				released	s3://encode-public/2016/11/30/59bcda37-7afc-4a20-bcd5-bfa3b7cb6c5d/ENCFF501TRY.bed.gz				
ENCFF175VJO	bed narrowPeak	peaks	ENCSR267UCX	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										HNRNPM-human	RNA		see document	see document	ultraviolet irradiation	True	2015-07-15	ENCODE				2	1						ENCFF355NYZ, ENCFF633FLY	1819267	Gene Yeo, UCSD	a35df1f4a9bd170fc7d835e6cfd37130		https://www.encodeproject.org/files/ENCFF175VJO/@@download/ENCFF175VJO.bed.gz	GRCh38				released	s3://encode-public/2016/11/30/8961cc3a-8af6-4502-952c-e0160be57e44/ENCFF175VJO.bed.gz				
ENCFF263BIJ	bed narrowPeak	peaks	ENCSR805SRN	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										LARP4-human	RNA		see document	see document	ultraviolet irradiation	True	2016-04-26	ENCODE				1, 2							ENCFF080EMQ, ENCFF130RAQ, ENCFF234DAV, ENCFF284OHP, ENCFF288SGB	134868	Gene Yeo, UCSD	0d77e5d13718a24776d644e32a2c8ad9		https://www.encodeproject.org/files/ENCFF263BIJ/@@download/ENCFF263BIJ.bed.gz	hg19				released	s3://encode-public/2018/06/08/8df2fa16-612c-4cff-b344-4b0bfbe851b4/ENCFF263BIJ.bed.gz				
ENCFF534JCV	bed narrowPeak	peaks	ENCSR805SRN	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										LARP4-human	RNA		see document	see document	ultraviolet irradiation	True	2016-04-26	ENCODE				1, 2							ENCFF202RTW, ENCFF259KVP, ENCFF519RGA, ENCFF540HIX, ENCFF881RZM	129055	Gene Yeo, UCSD	398439ec70f34075b441eefda6055b28		https://www.encodeproject.org/files/ENCFF534JCV/@@download/ENCFF534JCV.bed.gz	GRCh38				released	s3://encode-public/2018/12/03/4acc6ab4-c6b0-42fa-947d-650987373c90/ENCFF534JCV.bed.gz				
ENCFF288SGB	bed narrowPeak	peaks	ENCSR805SRN	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										LARP4-human	RNA		see document	see document	ultraviolet irradiation	True	2016-04-26	ENCODE				1	1						ENCFF234DAV, ENCFF284OHP	2261044	Gene Yeo, UCSD	048aa8ffe7eea681ad5fa21679e62f5c		https://www.encodeproject.org/files/ENCFF288SGB/@@download/ENCFF288SGB.bed.gz	hg19				released	s3://encode-public/2016/11/30/2ac11194-ed63-4281-8533-c9d59dd4a477/ENCFF288SGB.bed.gz				
